period,16+ Population,16+ Total Activity Level,16+ Employment Level,16+ Unemployment Level,16+ Economically Inactive Level,16+ Economic Activity Rate,16+ Employment Rate,16+ Unemployment Rate,16+ Economic Inactivity Rate,16-64 Population,16-64 Total Activity Level,16-64 Employment Level,16-64 Unemployment Level,16-64 Economically Inactive Level,16-64 Economic Activity Rate,16-64 Employment Rate,16-64 Unemployment Rate,16-64 Economic Inactivity Rate
Jan-Mar 2000,46090492.0,29044406.313861962,27361930.697636336,1682475.6162256286,17046085.68613804,63.01604746128977,59.36567285425449,5.792769864339204,36.98395253871024,37216863.0,28566900.904727615,26894682.655436683,1672218.2492909324,8649962.095272388,76.75794949382923,72.26477593083727,5.853691497260708,23.242050506170784
Feb-Apr 2000,46112028.0,29061201.09674856,27406219.105923615,1654981.9908249488,17050826.903251436,63.02303836376175,59.43399215910351,5.694816209816298,36.976961636238244,37235804.0,28583815.982266124,26937644.68152981,1646171.3007363165,8651988.017733876,76.76433140067587,72.34339476469961,5.75910263961127,23.23566859932412
Mar-May 2000,46131934.0,29081384.984718833,27441630.85634736,1639754.128371473,17050549.015281167,63.03959635578866,59.485108203673754,5.638500811543541,36.96040364421133,37253421.0,28614881.347623672,26984656.219910324,1630225.1277133483,8638539.652376328,76.8114191381878,72.43537773325656,5.6971234928735095,23.188580861812202
Apr-Jun 2000,46152393.0,29066922.85535249,27468086.488100156,1598836.3672523336,17085470.144647513,62.98031578850634,59.51606125407226,5.500535351501502,37.019684211493676,37271449.0,28600963.642136242,27012524.64254083,1588438.999595412,8670485.357863758,76.73692440059479,72.47511263256986,5.553795387702431,23.263075599405212
May-Jul 2000,46173611.0,29079696.45546794,27528229.1672912,1551467.2881767354,17093914.544532064,62.979038948173105,59.6189654027518,5.335225182121901,37.02096105182691,37290221.0,28610453.94461525,27070839.87383151,1539614.0707837339,8679767.055384755,76.72374466382286,72.59501056277331,5.381298995689313,23.276255336177158
Jun-Aug 2000,46199970.0,29094279.179168247,27565237.834072817,1529041.3450954307,17105690.820831753,62.974671150583525,59.66505570041023,5.255470794376089,37.02532884941647,37311260.0,28632296.440151103,27113878.280363187,1518418.1597879147,8678963.559848899,76.73902312639966,72.66942547735773,5.303165825213499,23.260976873600352
Jul-Sep 2000,46226431.0,29102959.326998554,27555105.45640117,1547853.870597386,17123471.673001446,62.95740055510354,59.60898313002181,5.318544596121041,37.04259944489646,37332866.0,28654016.066115946,27113697.907041304,1540318.1590746376,8678849.933884056,76.75278952897949,72.62688566969733,5.375575121897486,23.24721047102051
Aug-Oct 2000,46253752.0,29098779.051693432,27527876.815441824,1570902.2362516066,17154972.948306568,62.91117540409139,59.5149055485095,5.39851597711687,37.088824595908605,37354710.0,28647112.881366245,27084448.976948366,1562663.9044178755,8707597.118633755,76.68942653112886,72.50611496367758,5.454873972428556,23.31057346887114
Sep-Nov 2000,46280765.0,29055889.01722686,27516186.385874294,1539702.6313525666,17224875.982773148,62.78178205832782,59.4549082883014,5.299106939869218,37.2182179416722,37376675.0,28599746.40832647,27070738.539349478,1529007.8689769916,8776928.591673534,76.5176314060212,72.4268237860898,5.346228764223726,23.482368593978823
Oct-Dec 2000,46307056.0,29068074.318554297,27548559.164108567,1519515.1544457339,17238981.681445703,62.77245160770811,59.49106150066756,5.227436595192065,37.22754839229189,37397603.0,28621311.315582857,27113753.720162466,1507557.5954203913,8776291.684417143,76.53247539844426,72.5013143761178,5.267255503417841,23.467524601555727
Nov-Jan 2001,46333943.0,29141728.122350175,27637281.019279577,1504447.1030706037,17192214.877649825,62.89498850195023,59.648023090285186,5.162518491539875,37.10501149804977,37419158.0,28704422.22396394,27211192.998690598,1493229.2252733414,8714735.776036061,76.7104973980546,72.71995002851372,5.202087725795492,23.289502601945404
Dec-Feb 2001,46360557.0,29133799.45540392,27617592.145564884,1516207.3098390386,17226757.54459608,62.84178047171418,59.571312194469286,5.204289650445173,37.15821952828583,37440647.0,28700231.137660123,27194639.790850937,1505591.3468091881,8740415.862339878,76.65527558233735,72.6340006647079,5.245920632442461,23.34472441766265
Jan-Mar 2001,46386345.0,29104630.383936033,27623322.892660484,1481307.4912755482,17281714.61606397,62.7439613617672,59.55054853461829,5.089593895317561,37.25603863823281,37461108.0,28682451.989862747,27212286.502707906,1470165.4871548405,8778656.010137256,76.56594671429032,72.64143522585586,5.125661807694969,23.43405328570969
Feb-Apr 2001,46413795.0,29122485.199149735,27663341.704488993,1459143.4946607384,17291309.80085027,62.74532215939191,59.601551014065954,5.010367366255335,37.254677840608096,37483464.0,28699543.26131199,27250074.548696212,1449468.7126157773,8783920.73868801,76.5658778529967,72.69892278017905,5.050494007581344,23.434122147003304
Mar-May 2001,46440225.0,29129889.974772193,27699322.7299717,1430567.2448004954,17310335.025227807,62.72555736922505,59.645108803783145,4.91099432932782,37.27444263077495,37504449.0,28700399.855294332,27279441.06518148,1420958.7901128498,8804049.14470567,76.5253206500763,72.73654670991561,4.951006945120059,23.47467934992371
Apr-Jun 2001,46467158.0,29174260.608190466,27706573.326497246,1467687.2816932183,17292897.391809534,62.78468893705629,59.62614138462534,5.030760852534427,37.21531106294371,37526315.0,28731985.403000347,27273875.019535586,1458110.3834647588,8794329.596999653,76.56489959912224,72.67933187560672,5.074868175703914,23.435100400877765
May-Jul 2001,46493745.0,29171466.55264783,27699392.13890952,1472074.4137383094,17322278.447352175,62.74277658779225,59.57659925847987,5.046281821592862,37.25722341220776,37547521.0,28714965.231924195,27253085.6768175,1461879.555106692,8832555.768075807,76.47632777653736,72.58291613131397,5.091002351211035,23.523672223462654
Jun-Aug 2001,46514391.0,29201467.948201556,27718734.53399504,1482733.414206515,17312923.05179844,62.77942658262806,59.591739111439814,5.077598896180946,37.220573417371924,37562114.0,28742582.975772135,27268964.555069245,1473618.4207028858,8819531.024227865,76.52014201269964,72.59699109339066,5.1269519581626914,23.479857987300356
Jul-Sep 2001,46540603.0,29202759.871448472,27715409.386393026,1487350.4850554457,17337843.12855153,62.746844666899726,59.55103200186947,5.093184656528398,37.25315533310029,37582909.0,28737965.865140896,27258671.04792153,1479294.8172193666,8844943.134859107,76.46551751792524,72.5294336527317,5.14752792233548,23.534482482074782
Aug-Oct 2001,46567840.0,29222552.681230016,27735069.728108965,1487482.9531210472,17345287.318769984,62.75264792446894,59.558419991369504,5.0901882848738085,37.24735207553106,37604383.0,28756548.252902042,27276753.74282094,1479794.5100811017,8847834.747097956,76.47126733312454,72.53610235493278,5.145939272915915,23.52873266687544
Sep-Nov 2001,46594064.0,29282167.874862283,27786900.28935182,1495267.5855104662,17311896.125137713,62.84527547299219,59.63613796244908,5.106410126123555,37.1547245270078,37625487.0,28806852.45566296,27320487.189932764,1486365.2657301961,8818634.544337038,76.56207202225173,72.61165068755858,5.15976283079827,23.43792797774827
Oct-Dec 2001,46621365.0,29322581.100261755,27802935.350186475,1519645.7500752779,17298783.899738245,62.89515783216933,59.63560987582941,5.182510178347541,37.10484216783066,37647261.0,28835795.77870834,27325027.966927737,1510767.8117806003,8811465.221291661,76.59467119987384,72.58171575065644,5.239209707873278,23.405328800126153
Nov-Jan 2002,46648036.0,29287470.875886813,27769291.816570755,1518179.0593160584,17360565.124113187,62.7839313018169,59.52939115501188,5.183715131121197,37.21606869818311,37668492.0,28805534.11053288,27296970.284518644,1508563.826014235,8862957.889467122,76.47116351388019,72.46632088303042,5.237062504120073,23.52883648611981
Dec-Feb 2002,46674550.0,29288739.954213727,27781095.313447714,1507644.6407660113,17385810.045786276,62.75098518188976,59.52086375433232,5.147523051940337,37.24901481811025,37689440.0,28809021.792604327,27310876.44297914,1498145.3496251889,8880418.207395671,76.43791415474553,72.46294039651197,5.200264557437293,23.562085845254455
Jan-Mar 2002,46701062.0,29311820.648158275,27796731.51660583,1515089.1315524462,17389241.35184172,62.764783910392175,59.52055547817271,5.168867364940166,37.23521608960782,37710587.0,28827396.074675,27323941.474237833,1503454.600437165,8883190.925324997,76.44377446226176,72.45695081393943,5.215367342033215,23.55622553773824
Feb-Apr 2002,46727706.0,29378519.18428333,27856185.644931644,1522333.5393516866,17349186.81571667,62.87173435024466,59.61385231479509,5.181791259806218,37.12826564975535,37731855.0,28892367.275947563,27382481.288724437,1509885.98722313,8839487.724052431,76.57287794609505,72.57125653833992,5.225899189230112,23.427122053904935
Mar-May 2002,46755460.0,29430181.82356268,27887863.772480182,1542318.0510825037,17325278.17643731,62.94490915833719,59.64621837210068,5.240599804407861,37.05509084166279,37754082.0,28940129.651222378,27412221.75893711,1527907.892285266,8813952.348777622,76.65430628460885,72.60730577143184,5.279547502720776,23.345693715391153
Apr-Jun 2002,46781957.0,29452391.3182508,27932867.610923458,1519523.7073273403,17329565.681749195,62.95673205430632,59.70863427308836,5.1592541023510545,37.04326794569367,37775298.0,28963351.80008877,27456958.000205815,1506393.7998829505,8811946.199911227,76.67272882953503,72.68495406761798,5.201034087078049,23.32727117046496
May-Jul 2002,46807808.0,29434412.04782822,27907566.418469753,1526845.6293584658,17373395.952171788,62.883551495998745,59.621605050315004,5.1872808836048145,37.11644850400127,37795450.0,28944163.597725466,27430220.819128998,1513942.7785964697,8851286.402274538,76.58107946254236,72.57545767844806,5.230563230769746,23.41892053745765
Jun-Aug 2002,46834574.0,29487718.463093914,27948637.531059656,1539080.9320342555,17346855.536906086,62.96143200340397,59.67522525359077,5.219396454698693,37.038567996596036,37816427.0,29006544.541574433,27479492.13099406,1527052.410580377,8809882.458425565,76.70355674155688,72.66549039916981,5.264509905313564,23.296443258443123
Jul-Sep 2002,46860821.0,29500901.31667623,27934872.88593042,1566028.43074581,17359919.68332377,62.954298894328446,59.612427374950215,5.308408763296217,37.045701105671554,37836765.0,29012257.581742797,27458827.670619607,1553429.9111231873,8824507.418257207,76.67742625920265,72.57181651396361,5.3543916971864665,23.322573740797363
Aug-Oct 2002,46887861.0,29568452.387378544,28022803.155567907,1545649.231810633,17319408.612621456,63.06206288100569,59.76558230192652,5.227359252898883,36.937937118994306,37858080.0,29073506.42271276,27539259.10815813,1534247.3145546252,8784573.577287242,76.79604042971212,72.74341199595472,5.2771320123810135,23.20395957028788
Sep-Nov 2002,46913413.0,29590749.803123496,28059107.275257513,1531642.5278659796,17322663.196876504,63.0752441804298,59.810415574022535,5.176085560712304,36.9247558195702,37877969.0,29090981.56441129,27567562.787531126,1523418.7768801623,8786987.43558871,76.80185166319579,72.77993914491859,5.236738999360029,23.1981483368042
Oct-Dec 2002,46940332.0,29625502.879882798,28109759.102567658,1515743.777315139,17314829.1201172,63.11310895688338,59.884022768666526,5.1163478421303195,36.88689104311661,37899130.0,29125471.178365797,27617940.751199596,1507530.4271661993,8773658.821634201,76.84997301617688,72.87222886435545,5.1759864001306966,23.150026983823118
Nov-Jan 2003,46967166.0,29561049.790696777,28080608.135033727,1480441.6556630486,17406116.209303223,62.93982010900291,59.787742217688255,5.008082142363434,37.06017989099709,37920073.0,29061258.91881608,27588677.637604415,1472581.2812116602,8858814.081183918,76.63819349402644,72.75481151527428,5.067162731406033,23.361806505973544
Dec-Feb 2003,46993338.0,29574720.03039986,28058149.657106675,1516570.37329318,17418617.96960014,62.93385677433652,59.706653860397566,5.1279280809228185,37.06614322566348,37940431.0,29062870.85408873,27558394.876290515,1504475.977798215,8877560.145911267,76.60131972166772,72.63595628708201,5.176625479814073,23.398680278332282
Jan-Mar 2003,47019688.0,29630203.286334,28099358.66942042,1530844.6169135782,17389484.713666003,63.01658846892817,59.7608360766248,5.166500553911597,36.983411531071845,37960825.0,29109887.090700947,27590429.340080738,1519457.750620212,8850937.909299055,76.68402120001593,72.68132170489113,5.219730828518389,23.315978799984077
Feb-Apr 2003,47045757.0,29659110.172206882,28141658.330504317,1517451.8417025693,17386646.82779312,63.04311390335771,59.81763314065564,5.116309400018856,36.9568860966423,37981510.0,29129276.498722337,27625710.56342064,1503565.9353017034,8852233.501277665,76.69330813525407,72.7346294642331,5.16170024122519,23.306691864745936
Mar-May 2003,47072564.0,29684204.311765328,28198578.562195387,1485625.7495699404,17388359.688234672,63.060521436149784,59.904488232668584,5.004768643844406,36.939478563850216,38002333.0,29148756.662506793,27675280.241653755,1473476.4208530374,8853576.337493207,76.7025452424376,72.82521376162289,5.05502323105372,23.297454757562402
Apr-Jun 2003,47098620.0,29693111.669859007,28226348.935717538,1466762.7341414704,17405508.330140997,63.04454710108068,59.93030992355517,4.939740740039574,36.95545289891932,38022635.0,29165688.17316591,27711492.51551588,1454195.6576500323,8856946.82683409,76.70612037583905,72.88156782273475,4.985980954798711,23.29387962416095
May-Jul 2003,47125448.0,29741830.184562996,28235665.243562795,1506164.9410002034,17383617.815437004,63.11203701355369,59.9159614218687,5.064129986802068,36.88796298644631,38043693.0,29205501.54852909,27710108.033417195,1495393.515111891,8838191.451470917,76.7683136033326,72.83758712230485,5.120245966764455,23.231686396667424
Jun-Aug 2003,47155430.0,29732187.775925543,28228396.601360314,1503791.1745652286,17423242.224074453,63.05146146673998,59.86245189866853,5.057788501466629,36.94853853326002,38068226.0,29190532.964955375,27696839.95949994,1493693.0054554346,8877693.035044625,76.67951998854734,72.75579366241006,5.117046020532356,23.320480011452663
Jul-Sep 2003,47186051.0,29757956.52822304,28255599.77072992,1502356.7574931171,17428094.47177696,63.0651556923529,59.88125552343831,5.048588454211403,36.934844307647104,38093015.0,29214959.69248022,27724161.320864387,1490798.3716158362,8878055.307519777,76.69374475210276,72.78017064510223,5.1028595873762574,23.306255247897223
Aug-Oct 2003,47216308.0,29757985.61891132,28284903.1470427,1473082.471868617,17458322.381088685,63.024804097159226,59.90494459465721,4.950208964858384,36.97519590284079,38117577.0,29217500.648596242,27756472.149316527,1461028.4992797128,8900076.35140376,76.65099134867948,72.81803916685608,5.000525256597908,23.349008651320517
Sep-Nov 2003,47246776.0,29756575.200432576,28295393.43804411,1461181.7623884655,17490200.799567424,62.98117611333433,59.88851691815778,4.910450051950951,37.01882388666567,38142636.0,29219346.73421496,27772438.530261382,1446908.2039535819,8923289.265785038,76.60547303079672,72.812058742509,4.951884164676743,23.394526969203277
Oct-Dec 2003,47277072.0,29761522.106860794,28304348.153441265,1457173.9534195252,17515549.893139206,62.95128028838333,59.869080203277534,4.896167434539946,37.04871971161667,38167124.0,29216104.00554681,27773721.249732144,1442382.7558146666,8951019.994453192,76.54782688249398,72.76870337343769,4.936944212482348,23.452173117506028
Nov-Jan 2004,47306928.0,29840819.32771969,28399232.461287506,1441586.8664321802,17466108.67228031,63.07917378976645,60.03186776636079,4.830922538018464,36.92082621023354,38191602.0,29302238.68967662,27873902.57107225,1428336.1186043678,8889363.310323382,76.72429841952328,72.98437643718702,4.874494859355509,23.275701580476728
Dec-Feb 2004,47337558.0,29874414.8604546,28438291.06762554,1436123.7928290605,17463143.139545396,63.10932824302977,60.07553466874135,4.807203085105737,36.890671756970214,38216450.0,29339123.799804777,27914779.923405774,1424343.876399004,8877326.200195221,76.77092927209299,73.04388535148026,4.85475941994042,23.22907072790702
Jan-Mar 2004,47367884.0,29893603.60032291,28459457.07060832,1434146.5297145904,17474280.39967709,63.10943423253382,60.0817572315629,4.79750300060545,36.890565767466185,38241022.0,29350702.71679476,27929057.799865574,1421644.9169291896,8890319.283205241,76.751878432524,73.03428710630583,4.843648653480826,23.248121567475994
Feb-Apr 2004,47398436.0,29886865.659715593,28449446.19655855,1437419.463157046,17511570.340284403,63.05453973147045,60.02190915446778,4.809535665342582,36.945460268529544,38265903.0,29342998.0660546,27918327.495728206,1424670.5703263977,8922904.933945395,76.68183883196119,72.95875781561514,4.855231790287052,23.318161168038802
Mar-May 2004,47428870.0,29900213.920000076,28465597.902369067,1434616.0176310106,17528656.079999924,63.042222848657524,60.01744908189689,4.798012554256023,36.95777715134247,38290821.0,29349201.531299815,27927579.071101896,1421622.4601979223,8941619.468700187,76.64813854813876,72.93544077078393,4.843819886145167,23.351861451861236
Apr-Jun 2004,47459466.0,29907460.607249446,28470351.932489127,1437108.674760325,17552005.392750554,63.016850225936906,59.98877427843189,4.805184544527916,36.9831497740631,38315711.0,29350209.256148033,27923940.643153064,1426268.6129949687,8965501.743851969,76.60097774552071,72.8785657746324,4.859483625985413,23.39902225447929
May-Jul 2004,47488384.0,29887112.60971977,28464040.82669855,1423071.783021218,17601271.39028023,62.9356278152564,59.93895439082229,4.761489681537226,37.064372184743604,38339134.0,29336025.186466355,27921998.42161579,1414026.764850563,9003108.813533645,76.51718264284831,72.82897527527822,4.820103459356514,23.48281735715169
Jun-Aug 2004,47529110.0,29885016.364830386,28480156.65390276,1404859.7109276243,17644093.635169618,62.87729007513582,59.921502115025426,4.700883191019118,37.12270992486419,38374132.0,29338302.713747405,27943037.917866737,1395264.7958806744,9035829.286252595,76.45333245256832,72.81738103644074,4.75577885160643,23.546667547431678
Jul-Sep 2004,47569521.0,29919380.442084864,28518043.80946953,1401336.6326153297,17650140.557915136,62.89611459843134,59.95024379049251,4.683708726281635,37.103885401568654,38408887.0,29379516.770389218,27987483.25415454,1392033.516234675,9029370.22961078,76.49145566334484,72.86720714962279,4.738108959088347,23.50854433665516
Aug-Oct 2004,47609795.0,29941114.050637178,28544478.22129467,1396635.8293425085,17668680.949362822,62.88855906780775,59.95505383145353,4.664608761652897,37.11144093219226,38443515.0,29399576.207377516,28012957.303376645,1386618.9040008713,9043938.792622482,76.47473496473336,72.86783558521286,4.716458816344821,23.525265035266628
Sep-Nov 2004,47650303.0,30033817.963839445,28626955.583512314,1406862.3803271342,17616485.03616056,63.02964739560931,60.07717429102668,4.684260862275282,36.9703526043907,38478388.0,29482002.21509403,28088674.12658567,1393328.0885083578,8996385.784905974,76.61963961456502,72.99857293030485,4.726029386820308,23.380360385434997
Oct-Dec 2004,47689379.0,30096589.353153296,28673352.000316925,1423237.3528363733,17592789.646846708,63.1096273095804,60.12523669120733,4.728899132510033,36.89037269041962,38511881.0,29538144.98175151,28129493.657754865,1408651.3239966459,8973736.018248493,76.69878545208299,73.04107960282403,4.768922777198441,23.301214547917027
Nov-Jan 2005,47730406.0,30151657.9894498,28726332.221911587,1425325.7675382122,17578748.010550197,63.17075532407957,60.18455452046979,4.727188694024521,36.829244675920414,38547121.0,29588974.89134621,28178562.665732034,1410412.2256141757,8958146.108653791,76.7605313282572,73.10160119540973,4.766681612976982,23.239468671742802
Dec-Feb 2005,47770598.0,30240514.995636515,28793883.896669716,1446631.098966797,17530083.004363485,63.30361406745738,60.275326460576686,4.783751530605664,36.69638593254262,38581700.0,29665101.31642305,28232014.015721023,1433087.300702028,8916598.683576949,76.88904666311502,73.17462427970001,4.8308862505338865,23.11095333688497
Jan-Mar 2005,47811096.0,30204969.502719216,28788561.42089032,1416408.081828897,17606126.49728078,63.17564755829738,60.213138433158534,4.689321343964224,36.824352441702615,38616818.0,29623531.378216162,28220100.20398195,1403431.1742342105,8993286.62178384,76.71147679287341,73.07722817551138,4.73755527764739,23.288523207126595
Feb-Apr 2005,47851061.0,30178954.73399865,28759234.629662216,1419720.1043364361,17672106.266001347,63.06851740235948,60.101561028421536,4.704338227914252,36.93148259764051,38651001.0,29592068.61141809,28185164.383641116,1406904.2277769744,9058932.38858191,76.56223084990242,72.9222106916225,4.7543287569768635,23.437769150097584
Mar-May 2005,47891168.0,30215253.26062364,28779608.409634903,1435644.8509887368,17675914.73937636,63.0914937397719,60.093770128210075,4.751391089147883,36.9085062602281,38685432.0,29627952.991239727,28202895.198469363,1425057.7927703606,9057479.008760277,76.58684796705832,72.90314141630722,4.80984222295653,23.413152032941696
Apr-Jun 2005,47931556.0,30239628.61685767,28802170.418248728,1437458.1986089447,17691927.38314233,63.08918620721946,60.09020532996827,4.75355771336294,36.910813792780544,38720028.0,29651560.17263774,28224857.285253778,1426702.8873839627,9068467.827362264,76.57938721696621,72.89472333350011,4.811560940056418,23.420612783033793
May-Jul 2005,47971890.0,30278551.208931908,28854918.85720879,1423632.3517231208,17693338.791068092,63.11727807458056,60.14963941843606,4.7017849100493345,36.88272192541943,38754676.0,29690723.501296297,28279405.844148792,1411317.6571475067,9063952.498703705,76.6119770974122,72.9703064583711,4.753395979339771,23.388022902587817
Jun-Aug 2005,48007525.0,30326794.683124125,28906493.062272117,1420301.6208520099,17680730.316875875,63.17091889891038,60.21242099498384,4.683322572307193,36.82908110108962,38786928.0,29737912.96599532,28330267.089613054,1407645.8763822627,9049015.034004683,76.6699362372687,73.04076025204434,4.733505939007476,23.330063762731307
Jul-Sep 2005,48043611.0,30365202.730615932,28928284.12370615,1436918.6069097812,17678408.26938407,63.20341476958493,60.21255172452826,4.7321225537578835,36.796585230415076,38819236.0,29777603.95797158,28355528.969628926,1422074.9883426507,9041632.042028425,76.70837199879868,73.04504645487852,4.77565283744717,23.291628001201325
Aug-Oct 2005,48078579.0,30412998.36697776,28913082.91384332,1499915.453134438,17665580.63302224,63.25685783470797,60.137141145214215,4.931823673008962,36.743142165292035,38850815.0,29809283.761645745,28322820.264091223,1486463.497554523,9041531.23835425,76.72756353153916,72.90148292665475,4.986579045106371,23.272436468460832
Sep-Nov 2005,48114547.0,30418104.63541765,28880455.57478059,1537649.0606370615,17696442.36458235,63.22018294262991,60.024373865102774,5.055045602173,36.77981705737009,38883461.0,29809116.66639962,28289365.999020986,1519750.667378634,9074344.333600381,76.6627144286349,72.75423861837038,5.098274747240913,23.337285571365115
Oct-Dec 2005,48150164.0,30446886.724294636,28879946.906151243,1566939.8181433957,17703277.275705367,63.23319423023074,59.97891701085638,5.146469760052938,36.76680576976927,38915468.0,29831800.44104353,28281261.565915115,1550538.8751284168,9083667.558956472,76.65795112895348,72.67357433788312,5.197604074191703,23.342048871046526
Nov-Jan 2006,48186066.0,30484955.260117143,28934231.732657865,1550723.5274592815,17701110.739882857,63.26508426754975,60.04688519842617,5.086848624928317,36.73491573245024,38947782.0,29871480.501058474,28337316.83573906,1534163.6653194171,9076301.498941526,76.69623009869593,72.75720305649,5.135880912447761,23.303769901304076
Dec-Feb 2006,48221177.0,30571701.88326281,28987688.840366572,1584013.0428962368,17649475.11673719,63.39891264633132,60.114021771734386,5.1813047534767485,36.60108735366868,38979375.0,29955097.685015425,28385151.83317416,1569945.8518412635,9024277.314984577,76.84858386009377,72.82095167809685,5.240997269812292,23.151416139906235
Jan-Mar 2006,48257329.0,30652507.00182849,29048141.947576344,1604365.0542521523,17604821.99817151,63.518863635881075,60.194259710429364,5.234041881652448,36.481136364118925,39012243.0,30031175.86570718,28441514.054829434,1589661.8108777506,8981067.13429282,76.97884960294947,72.90407284407982,5.29337185458994,23.021150397050537
Feb-Apr 2006,48292252.0,30717547.449157827,29084601.88430955,1632945.5648482796,17574704.55084217,63.60761028323514,60.22622818316601,5.316002417025809,36.39238971676485,39043857.0,30086569.829246514,28467326.143321857,1619243.6859246548,8957287.170753486,77.05839571445648,72.91115256190457,5.381948474400769,22.941604285543526
Mar-May 2006,48328139.0,30727478.036690682,29063135.545286216,1664342.4914044638,17600660.96330932,63.58092546599132,60.13708813676069,5.416463041376603,36.419074534008686,39075856.0,30102517.978781853,28451829.73977855,1650688.239003304,8973338.021218149,77.03610633323517,72.81178879300442,5.483555362932805,22.96389366676484
Apr-Jun 2006,48363619.0,30790506.379464194,29105642.54683549,1684863.8326287055,17573112.620535806,63.664603716823166,60.180861458766124,5.472023785073018,36.335396283176834,39108168.0,30158239.336431794,28487752.09605276,1670487.2403790362,8949928.663568206,77.11493756606495,72.843483990487,5.539074153977723,22.885062433935044
May-Jul 2006,48399646.0,30837865.81500478,29140010.090789795,1697855.724214987,17561780.18499521,63.71506480647561,60.20707277650295,5.505749763619703,36.284935193524376,39140498.0,30211937.28596821,28530938.162456762,1680999.1235114469,8928560.714031786,77.18843354003367,72.89365138495879,5.564022947618718,22.811566459966315
Jun-Aug 2006,48439691.0,30913671.95718548,29223628.269078277,1690043.6881072042,17526019.04281452,63.81888760848099,60.32992297386512,5.466978139794795,36.18111239151901,39172718.0,30280168.121306114,28605025.05052466,1675143.070781459,8892549.878693884,77.29912466453341,73.02282433025113,5.532145872079138,22.7008753354666
Jul-Sep 2006,48480772.0,30876871.08219858,29183471.460831225,1693399.6213673535,17603900.91780142,63.68890141064292,60.19597101471739,5.484362767390793,36.31109858935708,39205914.0,30226108.76291597,28548548.13555955,1677560.6273564165,8979805.237084035,77.09578907640304,72.81694321820822,5.5500383476903075,22.904210923596974
Aug-Oct 2006,48520374.0,30880472.803798266,29189422.47010959,1691050.333688675,17639901.19620173,63.64434207328712,60.159104441588994,5.4761154223023345,36.35565792671287,39237847.0,30236695.78999985,28557016.022920087,1679679.7670797664,9001151.210000144,77.06002775840338,72.77926340586446,5.555103569336717,22.9399722415966
Sep-Nov 2006,48560362.0,30877050.7736824,29203534.79601559,1673515.9776668078,17683311.2263176,63.58488590690984,60.13862663547606,5.419934662585082,36.41511409309016,39270102.0,30227897.382523216,28567084.843394447,1660812.5391287692,9042204.617476782,76.97432866999738,72.7451251422633,5.494303881317914,23.025671330002613
Oct-Dec 2006,48601593.0,30914926.364972588,29214246.82126686,1700679.5437057316,17686666.635027416,63.608874641151345,60.1096487130923,5.5011599368796995,36.39112535884866,39303521.0,30266835.507012997,28576544.96240647,1690290.5446065252,9036685.492987007,77.0079492547576,72.70734080645465,5.584629236230776,22.99205074524241
Nov-Jan 2007,48641380.0,30904581.340573296,29201687.401578616,1702893.9389946808,17736798.6594267,63.535576787856954,60.034660615259305,5.51016666502783,36.46442321214304,39335754.0,30261659.1962294,28570166.44913597,1691492.7470934242,9074094.803770602,76.93168712675343,72.63154647839207,5.589557188933593,23.06831287324657
Dec-Feb 2007,48682257.0,30883113.910686255,29175388.431731112,1707725.4789551422,17799143.08931374,63.43813087935971,59.93022967635028,5.529641485939119,36.56186912064028,39368974.0,30238242.041760743,28541933.868981827,1696308.1727789175,9130731.958239254,76.80729002935342,72.49854636542427,5.609810816502557,23.192709970646565
Jan-Mar 2007,48721783.0,30897609.373673953,29193979.334706604,1703630.038967345,17824173.626326047,63.416417608678145,59.919767991057725,5.513792404984279,36.583582391321855,39400707.0,30255842.44187955,28566435.895725798,1689406.5461537517,9144864.558120448,76.790100344848,72.50234341156822,5.583736593681186,23.209899655151993
Feb-Apr 2007,48762287.0,30924338.883473113,29232046.477438584,1692292.4060345308,17837948.116526887,63.41855722122531,59.94806289015645,5.472364057357237,36.58144277877469,39433472.0,30279831.14594501,28603243.676423788,1676587.4695212177,9153640.854054993,76.78712933506085,72.5354431799051,5.536977605457161,23.212870664939146
Mar-May 2007,48802703.0,30984091.587023005,29314295.95541625,1669795.631606752,17818611.412976995,63.488474372050675,60.066951528107474,5.389203123534881,36.511525627949325,39466066.0,30342806.113194507,28688283.686748743,1654522.4264457654,9123259.886805492,76.8832802164637,72.69101431784142,5.452766696242704,23.116719783536297
Apr-Jun 2007,48842722.0,30979704.241633482,29322143.185113713,1657561.0565197652,17863017.758366518,63.427472862043764,60.0338023444183,5.350474115541027,36.57252713795623,39498460.0,30336234.083920218,28695985.005733766,1640249.0781864536,9162225.916079782,76.80358698521465,72.65089577095858,5.406897486513895,23.196413014785342
May-Jul 2007,48883495.0,30996687.834242806,29351896.85396836,1644790.9802744505,17886807.165757194,63.40931194515205,60.04459553059445,5.306344307075962,36.590688054847945,39531494.0,30344128.8492774,28714680.274448656,1629448.574828742,9187365.150722599,76.7593778501703,72.6374780433258,5.369897362756371,23.240622149829697
Jun-Aug 2007,48922680.0,31020293.633118562,29375656.75792204,1644636.8751965251,17902386.366881438,63.40677500316533,60.04506858152914,5.301809501379581,36.59322499683467,39557573.0,30367352.875655845,28736304.8504218,1631048.02523404,9190220.124344157,76.7674823621152,72.64425663935906,5.371057635193415,23.232517637884804
